"id","tv_name","ratings","price","original_price","discount_element","operating_system","features","launch_year","warranty"
268,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
269,"SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen T...","4.3","₹29,990","₹54,900","45% off"," Tizen","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
270,"Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹42,990","₹62,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
271,"Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹29,999","₹89,999","66% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
272,"iFFALCON by TCL S53 101 cm (40 inch) Full HD LED Smart Android TV with Bezel-Less design & 24W Speaker","4.2","₹13,999","₹38,990","64% off"," Android","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty"
273,"Thomson Alpha 60 cm (24 Inch) HD Ready LED Smart Linux TV 2023 Edition with 20 W Sound Output","4.4","₹6,399","₹9,999","36% off"," Linux","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
274,"Blaupunkt Quantum Dot 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision & 50W Sound Out...","4.6","₹21,999","₹33,999","35% off"," Google TV","Ultra HD (4K) 3840 × 2160 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
275,"iFFALCON by TCL U62 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹18,999","₹49,990","61% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
276,"BeethoSOL 80 cm (32 inch) HD Ready LED Smart Android Based TV","4","₹8,049","₹19,000","57% off"," Android Based","HD Ready 1366 x 768 Pixels","2023","Please check the physical product for the warranty period and service center details (if any)"
277,"Panasonic 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹64,990","₹94,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
278,"MOTOROLA EnvisionX 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹22,999","₹49,990","53% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty"
279,"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 AI Processor 4K Gen6 ...","4.4","₹30,490","₹49,990","39% off"," WebOS","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Product Warranty Applicable"
280,"KODAK 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹46,999","₹84,999","44% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
281,"Coocaa Frameless 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹21,999","₹59,999","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
282,"Blaupunkt Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV","4.2","₹6,499","₹10,999","40% off"," Linux","HD Ready 1366 x 768 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
283,"MOTOROLA 80 cm (32 inch) HD Ready LED Smart Google TV","4.2","₹11,499","₹20,000","42% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty"
284,"Acer V Series 80 cm (32 inch) QLED HD Ready Smart Google TV","4.1","₹13,999","₹23,999","41% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","2 Years Comprehensive Warranty from the Date of Purchase"
285,"Mi A series 100 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...","4.2","₹19,999","₹29,999","33% off"," Google TV","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
286,"Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹42,999","₹99,999","57% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
287,"MarQ by Flipkart 109 cm (43 inch) Full HD LED Smart Coolita TV","4.2","₹15,249","₹45,990","66% off"," Coolita","Full HD 1280 x 720 Pixels","2023","1 Year Warranty on the Product"
288,"iFFALCON by TCL U62 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹26,999","₹73,990","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
289,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
290,"Panasonic 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹29,990","₹42,990","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
291,"KODAK 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹28,999","₹49,999","42% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
292,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
293,"SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen T...","4.3","₹29,990","₹54,900","45% off"," Tizen","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
294,"Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹42,990","₹62,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
295,"Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹29,999","₹89,999","66% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
296,"iFFALCON by TCL S53 101 cm (40 inch) Full HD LED Smart Android TV with Bezel-Less design & 24W Speaker","4.2","₹13,999","₹38,990","64% off"," Android","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty"
297,"Thomson Alpha 60 cm (24 Inch) HD Ready LED Smart Linux TV 2023 Edition with 20 W Sound Output","4.4","₹6,399","₹9,999","36% off"," Linux","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
298,"Blaupunkt Quantum Dot 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision & 50W Sound Out...","4.6","₹21,999","₹33,999","35% off"," Google TV","Ultra HD (4K) 3840 × 2160 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
299,"iFFALCON by TCL U62 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹18,999","₹49,990","61% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
300,"BeethoSOL 80 cm (32 inch) HD Ready LED Smart Android Based TV","4","₹8,049","₹19,000","57% off"," Android Based","HD Ready 1366 x 768 Pixels","2023","Please check the physical product for the warranty period and service center details (if any)"
301,"Panasonic 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹64,990","₹94,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
302,"MOTOROLA EnvisionX 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹22,999","₹49,990","53% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty"
303,"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 AI Processor 4K Gen6 ...","4.4","₹30,490","₹49,990","39% off"," WebOS","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Product Warranty Applicable"
304,"KODAK 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹46,999","₹84,999","44% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
305,"Coocaa Frameless 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹21,999","₹59,999","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
306,"Blaupunkt Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV","4.2","₹6,499","₹10,999","40% off"," Linux","HD Ready 1366 x 768 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
307,"MOTOROLA 80 cm (32 inch) HD Ready LED Smart Google TV","4.2","₹11,499","₹20,000","42% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty"
308,"Acer V Series 80 cm (32 inch) QLED HD Ready Smart Google TV","4.1","₹13,999","₹23,999","41% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","2 Years Comprehensive Warranty from the Date of Purchase"
309,"Mi A series 100 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...","4.2","₹19,999","₹29,999","33% off"," Google TV","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
310,"Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹42,999","₹99,999","57% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
311,"MarQ by Flipkart 109 cm (43 inch) Full HD LED Smart Coolita TV","4.2","₹15,249","₹45,990","66% off"," Coolita","Full HD 1280 x 720 Pixels","2023","1 Year Warranty on the Product"
312,"iFFALCON by TCL U62 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹26,999","₹73,990","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
313,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
314,"Panasonic 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹29,990","₹42,990","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
315,"KODAK 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹28,999","₹49,999","42% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
316,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
317,"SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen T...","4.3","₹29,990","₹54,900","45% off"," Tizen","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
318,"Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹42,990","₹62,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
319,"Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹29,999","₹89,999","66% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
320,"iFFALCON by TCL S53 101 cm (40 inch) Full HD LED Smart Android TV with Bezel-Less design & 24W Speaker","4.2","₹13,999","₹38,990","64% off"," Android","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty"
321,"Thomson Alpha 60 cm (24 Inch) HD Ready LED Smart Linux TV 2023 Edition with 20 W Sound Output","4.4","₹6,399","₹9,999","36% off"," Linux","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
322,"Blaupunkt Quantum Dot 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision & 50W Sound Out...","4.6","₹21,999","₹33,999","35% off"," Google TV","Ultra HD (4K) 3840 × 2160 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
323,"iFFALCON by TCL U62 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹18,999","₹49,990","61% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
324,"BeethoSOL 80 cm (32 inch) HD Ready LED Smart Android Based TV","4","₹8,049","₹19,000","57% off"," Android Based","HD Ready 1366 x 768 Pixels","2023","Please check the physical product for the warranty period and service center details (if any)"
325,"Panasonic 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹64,990","₹94,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
326,"MOTOROLA EnvisionX 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹22,999","₹49,990","53% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty"
327,"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 AI Processor 4K Gen6 ...","4.4","₹30,490","₹49,990","39% off"," WebOS","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Product Warranty Applicable"
328,"KODAK 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹46,999","₹84,999","44% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
329,"Coocaa Frameless 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹21,999","₹59,999","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
330,"Blaupunkt Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV","4.2","₹6,499","₹10,999","40% off"," Linux","HD Ready 1366 x 768 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
331,"MOTOROLA 80 cm (32 inch) HD Ready LED Smart Google TV","4.2","₹11,499","₹20,000","42% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty"
332,"Acer V Series 80 cm (32 inch) QLED HD Ready Smart Google TV","4.1","₹13,999","₹23,999","41% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","2 Years Comprehensive Warranty from the Date of Purchase"
333,"Mi A series 100 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...","4.2","₹19,999","₹29,999","33% off"," Google TV","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
334,"Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹42,999","₹99,999","57% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
335,"MarQ by Flipkart 109 cm (43 inch) Full HD LED Smart Coolita TV","4.2","₹15,249","₹45,990","66% off"," Coolita","Full HD 1280 x 720 Pixels","2023","1 Year Warranty on the Product"
336,"iFFALCON by TCL U62 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹26,999","₹73,990","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
337,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
338,"Panasonic 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹29,990","₹42,990","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
339,"KODAK 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹28,999","₹49,999","42% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
340,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
341,"SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen T...","4.3","₹29,990","₹54,900","45% off"," Tizen","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
342,"Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹42,990","₹62,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
343,"Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹29,999","₹89,999","66% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
344,"iFFALCON by TCL S53 101 cm (40 inch) Full HD LED Smart Android TV with Bezel-Less design & 24W Speaker","4.2","₹13,999","₹38,990","64% off"," Android","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty"
345,"Thomson Alpha 60 cm (24 Inch) HD Ready LED Smart Linux TV 2023 Edition with 20 W Sound Output","4.4","₹6,399","₹9,999","36% off"," Linux","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
346,"Blaupunkt Quantum Dot 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision & 50W Sound Out...","4.6","₹21,999","₹33,999","35% off"," Google TV","Ultra HD (4K) 3840 × 2160 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
347,"iFFALCON by TCL U62 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹18,999","₹49,990","61% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
348,"BeethoSOL 80 cm (32 inch) HD Ready LED Smart Android Based TV","4","₹8,049","₹19,000","57% off"," Android Based","HD Ready 1366 x 768 Pixels","2023","Please check the physical product for the warranty period and service center details (if any)"
349,"Panasonic 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹64,990","₹94,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
350,"MOTOROLA EnvisionX 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹22,999","₹49,990","53% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty"
351,"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 AI Processor 4K Gen6 ...","4.4","₹30,490","₹49,990","39% off"," WebOS","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Product Warranty Applicable"
352,"KODAK 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹46,999","₹84,999","44% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
353,"Coocaa Frameless 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹21,999","₹59,999","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
354,"Blaupunkt Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV","4.2","₹6,499","₹10,999","40% off"," Linux","HD Ready 1366 x 768 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
355,"MOTOROLA 80 cm (32 inch) HD Ready LED Smart Google TV","4.2","₹11,499","₹20,000","42% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty"
356,"Acer V Series 80 cm (32 inch) QLED HD Ready Smart Google TV","4.1","₹13,999","₹23,999","41% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","2 Years Comprehensive Warranty from the Date of Purchase"
357,"Mi A series 100 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...","4.2","₹19,999","₹29,999","33% off"," Google TV","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
358,"Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹42,999","₹99,999","57% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
359,"MarQ by Flipkart 109 cm (43 inch) Full HD LED Smart Coolita TV","4.2","₹15,249","₹45,990","66% off"," Coolita","Full HD 1280 x 720 Pixels","2023","1 Year Warranty on the Product"
360,"iFFALCON by TCL U62 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹26,999","₹73,990","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
361,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
362,"Panasonic 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹29,990","₹42,990","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
363,"KODAK 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹28,999","₹49,999","42% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
364,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product and 2 Years Warranty on Panel"
365,"SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen T...","4.3","₹29,990","₹54,900","45% off"," Tizen","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
366,"Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹42,990","₹62,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
367,"Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹29,999","₹89,999","66% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
368,"iFFALCON by TCL S53 101 cm (40 inch) Full HD LED Smart Android TV with Bezel-Less design & 24W Speaker","4.2","₹13,999","₹38,990","64% off"," Android","Full HD 1920 x 1080 Pixels","2023","1 Year Warranty"
369,"Thomson Alpha 60 cm (24 Inch) HD Ready LED Smart Linux TV 2023 Edition with 20 W Sound Output","4.4","₹6,399","₹9,999","36% off"," Linux","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
370,"Blaupunkt Quantum Dot 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision & 50W Sound Out...","4.6","₹21,999","₹33,999","35% off"," Google TV","Ultra HD (4K) 3840 × 2160 Pixels","2023","1 Year Warranty on Product and 6 Months Warranty on Accessories"
371,"iFFALCON by TCL U62 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹18,999","₹49,990","61% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty"
372,"BeethoSOL 80 cm (32 inch) HD Ready LED Smart Android Based TV","4","₹8,049","₹19,000","57% off"," Android Based","HD Ready 1366 x 768 Pixels","2023","Please check the physical product for the warranty period and service center details (if any)"
373,"Panasonic 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition","4.3","₹64,990","₹94,990","31% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty on Product"
374,"MOTOROLA EnvisionX 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹22,999","₹49,990","53% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Warranty"
375,"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 AI Processor 4K Gen6 ...","4.4","₹30,490","₹49,990","39% off"," WebOS","Ultra HD (4K) 3840 x 2160 Pixels","2023","1 Year Product Warranty Applicable"
376,"KODAK 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos","4.6","₹46,999","₹84,999","44% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
377,"Coocaa Frameless 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...","4.4","₹21,999","₹59,999","63% off"," Google TV","Ultra HD (4K) 3840 x 2160 Pixels","2022","1 Year Warranty on Product"
378,"Blaupunkt Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV","4.2","₹6,499","₹10,999","40% off"," Linux","HD Ready 1366 x 768 Pixels","2022","1 Year Warranty on Product and 6 Months Warranty on Accessories"
379,"MOTOROLA 80 cm (32 inch) HD Ready LED Smart Google TV","4.2","₹11,499","₹20,000","42% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","1 Year Warranty"
380,"Acer V Series 80 cm (32 inch) QLED HD Ready Smart Google TV","4.1","₹13,999","₹23,999","41% off"," Google TV","HD Ready 1366 x 768 Pixels","2023","2 Years Comprehensive Warranty from the Date of Purchase"
